Altergeist Memorygant	3
Altergeist Multifaker	3
Altergeist Pixiel	3
Altergeist Pookuery	3
Altergeist Primebanshee	3
Altergeist Protocol	3
Altergeist Silquitous	3
Altitude Knight	3
Aluber the Jester of Despia	3
Alviss of the Nordic Alfar	3
Amabie	3
Amano-Iwato	3
Amanokujaki	3
Amarylease	3
Amaterasu	3
Amatsu-Okami of the Divine Peaks	3
Amaze Attraction Cyclo-Coaster	3
Amaze Attraction Horror House	3
Amaze Attraction Majestic Merry-Go-Round	3
Amaze Attraction Rapid Racing	3
Amaze Attraction Thrill Train	3
Amaze Attraction Viking Vortex	3
Amaze Attraction Wonder Wheel	3
Amazement Administrator Arlekino	3
Amazement Ambassador Bufo	3
Amazement Assistant Delia	3
Amazement Attendant Comica	3
Amazement Family Faces	3
Amazement Precious Park	3
Amazement Special Show	3
Amazing Pendulum	3
Amazing Time Ticket	3
Amazon of the Seas	3
Amazoness Archer	3
Amazoness Archers	3
Amazoness Augusta	3
Amazoness Baby Tiger	3
Amazoness Blowpiper	3
Amazoness Call	3
Amazoness Chain Master	3
Amazoness Empress	3
Amazoness Fighter	3
Amazoness Fighting Spirit	3
Amazoness Golden Whip Master	3
Amazoness Hall	3
Amazoness Heirloom	3
Amazoness Hot Spring	3
Amazoness Onslaught	3
Amazoness Paladin	3
Amazoness Pet Liger	3
Amazoness Pet Liger King	3
Amazoness Princess	3
Amazoness Queen	3
Amazoness Sage	3
Amazoness Scouts	3
Amazoness Secret Arts	3
Amazoness Shamanism	3
Amazoness Silver Sword Master	3
Amazoness Spellcaster	3
Amazoness Spiritualist	3
Amazoness Spy	3
Amazoness Swords Woman	3
Amazoness Tiger	3
Amazoness Trainee	3
Amazoness Village	3
Amazoness War Chief	3
Amazoness Willpower	3
Ambitious Gofer	3
Ambulance Rescueroid	3
Ambulanceroid	3
Ambush Fangs	3
Ameba	3
Amores of Prophecy	3
Amorphactor Pain, the Imagination Dracoverlord	3
Amorphage Envy	3
Amorphage Gluttony	3
Amorphage Goliath	3
Amorphage Greed	3
Amorphage Infection	3
Amorphage Lechery	3
Amorphage Lysis	3
Amorphage Pride	3
Amorphage Sloth	3
Amorphage Wrath	3
Amorphous Persona	3
Amphibian Beast	3
Amphibious Bugroth	3
Amphibious Bugroth MK-11	3
Amphibious Bugroth MK-3	3
Amphibious Swarmship Amblowhale	3
Amplifier	3
Amulet Dragon	3
Amulet of Ambition	3
Amunessia, the Ogdoadic Queen	3
An Owl of Luck	3
An Unfortunate Report	3
Anarchist Monk Ranshin	3
Anchamoufrite	3
Ancient Brain	3
Ancient Chant	3
Ancient City - Rainbow Ruins	3
Ancient Crimson Ape	3
Ancient Dragon	3
Ancient Elf	3
Ancient Fairy Dragon	0
Ancient Flamvell Deity	3
Ancient Forest	3
Ancient Fusion	3
Ancient Gear	3
Ancient Gear Ballista	3
Ancient Gear Beast	3
Ancient Gear Box	3
Ancient Gear Cannon	3
Ancient Gear Castle	3
Ancient Gear Catapult	3
Ancient Gear Drill	3
Ancient Gear Engineer	3
Ancient Gear Explosive	3
Ancient Gear Factory	3
Ancient Gear Fist	3
Ancient Gear Fortress	3
Ancient Gear Frame	3
Ancient Gear Fusion	3
Ancient Gear Gadget	3
Ancient Gear Gadjiltron Chimera	3
Ancient Gear Gadjiltron Dragon	3
Ancient Gear Golem	3
Ancient Gear Golem - Ultimate Pound	3
Ancient Gear Howitzer	3
Ancient Gear Hunting Hound	3
Ancient Gear Hydra	3
Ancient Gear Knight	3
Ancient Gear Megaton Golem	3
Ancient Gear Reactor Dragon	3
Ancient Gear Reborn	3
Ancient Gear Soldier	3
Ancient Gear Tank	3
Ancient Gear Token	3
Ancient Gear Workshop	3
Ancient Gear Wyvern	3
Ancient Jar	3
Ancient Lamp	3
Ancient Leaf	3
Ancient Lizard Warrior	3
Ancient One of the Deep Forest	3
Ancient Pixie Dragon	3
Ancient Rules	3
Ancient Sacred Wyvern	3
Ancient Sorcerer	3
Ancient Telescope	3
Ancient Tool	3
Ancient Tree of Enlightenment	3
Ancient Warriors - Ambitious Cao De	3
Ancient Warriors - Deceptive Jia Wen	3
Ancient Warriors - Eccentric Lu Jing	3
Ancient Warriors - Fearsome Zhang Yuan	3
Ancient Warriors - Graceful Zhou Gong	3
Ancient Warriors - Ingenious Zhuge Kong	3
Ancient Warriors - Loyal Guan Yun	3
Ancient Warriors - Masterful Sun Mou	3
Ancient Warriors - Rebellious Lu Feng	3
Ancient Warriors - Savage Don Ying	3
Ancient Warriors - Valiant Zhang De	3
Ancient Warriors - Virtuous Liu Xuan	3
Ancient Warriors Oath - Double Dragon Lords	3
Ancient Warriors Saga - Borrowing of Arrows	3
Ancient Warriors Saga - Chivalrous Path	3
Ancient Warriors Saga - Deception and Betrayal	3
Ancient Warriors Saga - Defense of Changban	3
Ancient Warriors Saga - East-by-South Winds	3
Ancient Warriors Saga - Sun-Liu Alliance	3
Ancient Warriors Saga - Three Visits	3
And the Band Played On	3
Andro Sphinx	3
Anesthrokket Dragon	3
Angel O1	3
Angel O7	3
Angel of Blue Tears	3
Angel of Zera	3
Angel Statue - Azurune	3
Angel Trumpeter	3
Angmarl the Fiendish Monarch	3
Angraecum Umbrella	3
Animadorned Archosaur	3
Ankuriboh	3
Annihilator Archfiend	3
Anotherverse Dragon	3
Ansatsu	3
Ante	3
Anteatereatingant	3
Anthrosaurus	3
Anti Raigeki	3
Anti-Aircraft Flower	3
Anti-Fusion Device	3
Anti-Magic Arrows	3
Anti-Magic Prism	3
Anti-Spell	3
Anti-Spell Fragrance	3
Antialian	3
Antihuman Intelligence ME-PSY-YA	3
Ape Fighter	3
Ape Magician	3
Apex Predation	3
Apocatequil	3
Apollousa, Bow of the Goddess	3
Apophis the Swamp Deity	3
Apoqliphort Skybase	3
Apoqliphort Towers	3
Apparition	3
Apple Magician Girl	3
Apple of Enlightenment	3
Appliancer Breakerbuncle	3
Appliancer Celtopus	3
Appliancer Conversion	3
Appliancer Copybokkle	3
Appliancer Dryer Drake	3
Appliancer Electrilyrical World	3
Appliancer Kappa Scale	3
Appliancer Laundry Dragon	3
Appliancer Propelion	3
Appliancer Reuse	3
Appliancer Socketroll	3
Appliancer Test	3
Appliancer Vacculephant	3
Appointer of the Red Lotus	1
Apprentice Illusion Magician	3
Apprentice Magician	3
Apprentice Piper	3
Appropriate	3
Aqua Armor Ninja	3
Aqua Chorus	3
Aqua Dragon	3
Aqua Jet	3
Aqua Madoor	3
Aqua Snake	3
Aqua Spirit	3
Aqua Story - Urashima	3
Aquaactress Arowana	3
Aquaactress Guppy	3
Aquaactress Tetra	3
Aquamirror Cycle	3
Aquamirror Focalization	3
Aquamirror Illusion	3
Aquamirror Meditation	3
Aquarian Alessa	3
Aquarium Lighting	3
Aquarium Set	3
Aquarium Stage	3
Arabesque of the Mikanko	3
Aratama	3
Arc Rebellion Xyz Dragon	3
Arcana Call	3
Arcana Extra Joker	3
Arcana Force 0 - The Fool	3
Arcana Force EX - The Dark Ruler	3
Arcana Force EX - The Light Ruler	3
Arcana Force I - The Magician	3
Arcana Force III - The Empress	3
Arcana Force IV - The Emperor	3
Arcana Force VI - The Lovers	3
Arcana Force VII - The Chariot	3
Arcana Force XIV - Temperance	3
Arcana Force XVIII - The Moon	3
Arcana Force XXI - The World	3
Arcana Knight Joker	3
Arcana Reading	3
Arcana Triumph Joker	3
Arcane Apprentice	3
Arcane Archer of the Forest	3
Arcane Barrier	3
Arcanite Magician	3
Arcanite Magician/Assault Mode	3
Archfiend Black Skull Dragon	3
Archfiend Cavalry	3
Archfiend Commander	3
Archfiend Eccentrick	3
Archfiend Emperor, the First Lord of Horror	3
Archfiend Empress	3
Archfiend General	3
Archfiend Giant	3
Archfiend Heiress	3
Archfiend Interceptor	3
Archfiend Marmot of Nefariousness	3
Archfiend Mirror	3
Archfiend of Gilfer	3
Archfiend Palabyrinth	3
Archfiend Soldier	3
Archfiend Zombie-Skull	3
Archfiend's Ascent	3
Archfiend's Awakening	3
Archfiend's Call	3
Archfiend's Ghastly Glitch	3
Archfiend's Manifestation	3
Archfiend's Oath	3
Archfiend's Roar	3
Archfiend's Staff of Despair	3
Archlord Kristya	3
Archlord Zerato	3
Archnemeses Eschatos	3
Archnemeses Protos	0
Arcjet Lightcraft	3
Aria the Melodious Diva	3
Ariane the Labrynth Servant	3
Arianna the Labrynth Servant	3
Ariel, Priestess of the Nekroz	3
Arionpos, Serpent of the Ghoti	3
Arisen Gaia the Fierce Knight	3
Arkbrave Dragon	3
Arlownay	3
Arma Knight	3
Armades, Keeper of Boundaries	3
Armageddon Designator	3
Armageddon Knight	1
Armaill	3
Armed and Ready!	3
Armed Changer	3
Armed Dragon Blitz	3
Armed Dragon Catapult Cannon	3
Armed Dragon Flash	3
Armed Dragon Lightning	3
Armed Dragon LV10	3
Armed Dragon LV10 White	3
Armed Dragon LV3	3
Armed Dragon LV5	3
Armed Dragon LV7	3
Armed Dragon Thunder LV10	3
Armed Dragon Thunder LV3	3
Armed Dragon Thunder LV5	3
Armed Dragon Thunder LV7	3
Armed Dragon Thunderbolt	3
Armed Dragon, the Armored Dragon	3
Armed Ninja	3
Armed Protector Dragon	3
Armed Samurai - Ben Kei	3
Armed Sea Hunter	3
Armillyre, the Starleader Dragon	3
Armityle the Chaos Phantasm	3
Armityle the Chaos Phantasm - Phantom of Fury	3
Armor Blast	3
Armor Break	3
Armor Breaker	3
Armor Dragon Ritual	3
Armor Exe	3
Armor Ninjitsu Art of Alchemy	3
Armor Ninjitsu Art of Freezing	3
Armor Ninjitsu Art of Rust Mist	3
Armored Axon Kicker	3
Armored Bee	3
Armored Bitron	3
Armored Cybern	3
Armored Glass	3
Armored Kappa	3
Armored Lizard	3
Armored Rat	3
Armored Starfish	3
Armored White Bear	3
Armored Zombie	3
Armoroid	3
Armory Arm	3
Armory Call	3
Army Ant Token	3
Arnis, the Empowered Warrior	3
Aroma Garden	3
Aroma Gardening	3
Aroma Jar	3
Aroma Strategy	3
Aromage Bergamot	3
Aromage Cananga	3
Aromage Jasmine	3
Aromage Laurel	3
Aromage Marjoram	3
Aromage Rosemary	3
Aromaseraphy Angelica	3
Aromaseraphy Jasmine	3
Aromaseraphy Rosemary	3
Aromaseraphy Sweet Marjoram	3
Aron, the Ogdoadic King	3
Array of Revealing Light	3
Arrivalrivals	3
Arrive in Light	3
Arsenal Bug	3
Arsenal Robber	3
Arsenal Summoner	3
Artemis, the Magistus Moon Maiden	3
Artifact Achilleshield	3
Artifact Aegis	3
Artifact Beagalltach	3
Artifact Caduceus	3
Artifact Chakram	3
Artifact Dagda	3
Artifact Durendal	3
Artifact Failnaught	3
Artifact Ignition	3
Artifact Labrys	3
Artifact Lancea	3
Artifact Mjollnir	3
Artifact Moralltach	3
Artifact Sanctum	3
Artifact Scythe	3
Artifact Vajra	3
Artifacts Unleashed	3
Artillery Catapult Turtle	3
Artorigus, King of the Noble Knights	3
Ascator, Dawnwalker	3
Ascending Soul	3
Ascension Sky Dragon	3
Asceticism of the Six Samurai	3
Ash Blossom & Joyous Spring	3
Ashura King	3
Askaan, the Bicorned Ghoti	3
Asleep at the Switch	3
Asmo Token	3
Assault Armor	3
Assault Beast	3
Assault Blackwing - Chidori the Rain Sprinkling	3
Assault Blackwing - Kunai the Drizzle	3
Assault Blackwing - Onimaru the Divine Thunder	3
Assault Blackwing - Raikiri the Rain Shower	3
Assault Blackwing - Sayo the Rain Hider	3
Assault Blackwing - Sohaya the Rain Storm	3
Assault Counter	3
Assault Dog	3
Assault Mercenary	3
Assault Mode Activate	3
Assault Mode Zero	3
Assault on GHQ	3
Assault Overload	3
Assault Reboot	3
Assault Revival	3
Assault Sentinel	3
Assault Slash	3
Assault Spirits	3
Assault Synchron	3
Assault Teleport	3
Assault Wyvern	3
Astra Ghouls	3
Astral Barrier	3
Astral Kuriboh	3
Astraltopia	3
Astrograph Sorcerer	1
Asura Priest	3
Aswan Apparition	3
Asymmetaphys	3
At One With the Sword	3
Athena	3
Atlantean Attack Squad	3
Atlantean Dragoons	3
Atlantean Heavy Infantry	3
Atlantean Marksman	3
Atlantean Pikeman	3
Atomic Firefly	3
Atomic Scrap Dragon	3
Attachment Cybern	3
Attack and Receive	3
Attack Gainer	3
Attack Guidance Armor	3
Attack of the Cornered Rat	3
Attack Pheromones	3
Attack Reflector Unit	3
Attack the Moon!	3
Attention!	3
Attraffic Control	3
Augmented Heraldry	3
Auram the World Chalice Blademaster	3
Aurkus, Lightsworn Druid	3
Aurora Paragon	3
Aurora Wing	3
Aussa the Earth Channeler	3
Aussa the Earth Charmer	3
Aussa the Earth Charmer, Immovable	3
Automatic Laser	3
Autonomous Action Unit	3
Autorokket Dragon	3
Avalanching Aussa	3
Avalon	3
Avatar of The Pot	3
Avendread Savior	3
Avenging Knight Parshath	3
Avida, Rebuilder of Worlds	3
Awakening of Nephthys	3
Awakening of the Crystal Ultimates	3
Awakening of the Possessed	3
Awakening of the Possessed - Gagigobyte	3
Awakening of the Possessed - Greater Inari Fire	3
Awakening of the Possessed - Nefariouser Archfiend	3
Awakening of the Possessed - Rasenryu	3
Awakening of the Sacred Beasts	3
Axe Dragonute	3
Axe of Despair	3
Axe of Fools	3
Axe Raider	3
Aye-Iron	3
Ayers Rock Sunrise	3
Aztekipede, the Worm Warrior	3
Azure-Eyes Silver Dragon	3
B-Buster Drake	3
B. Dragon Jungle King	3
B.E.F. Zelos	3
B.E.S. Big Core	3
B.E.S. Big Core MK-2	3
B.E.S. Big Core MK-3	3
B.E.S. Blaster Cannon Core	3
B.E.S. Covered Core	3
B.E.S. Crystal Core	3
B.E.S. Tetran	3
Baba Barber	3
Baby Dragon	3
Baby Mudragon	3
Baby Raccoon Ponpoko	3
Baby Raccoon Tantan	3
Baby Tiragon	3
Babycerasaurus	3
Bachibachibachi	3
Back to Square One	3
Back to the Front	3
Back-Up Rider	3
Backfire	3
Background Dragon	3
Backlinker	3
Backs to the Wall	3
Backup Operator	3
Backup Secretary	3
Backup Soldier	3
Backup Squad	3
Backup Supervisor	3
Backup Team	3
Backup Warrior	3
Bacon Saver	3
Bad Aim	3
Bad Luck Blast	3
Bad Reaction to Simochi	3
Bahalutiya, the Grand Radiance	3
Bahamut Shark	3
Bait Doll	3
Baku the Beast Ninja	3
Balance of Judgment	3
Balancer Lord	3
Ballista of Rampart Smashing	3
Ballista Squad	3
Balloon Lizard	3
Bamboo Scrap	3
Bandit	3
Banisher of the Light	3
Banisher of the Radiance	3
Banishment of the Darklords	3
Banner of Courage	3
Banquet of Millions	3
Baobaboon	3
Barbar, Malebranche of the Burning Abyss	3
Barbaroid, the Ultimate Battle Machine	3
Barian Untopia	3
Barian's Chaos Draw	3
Bark of Dark Ruler	3
Barkion's Bark	3
Baron of the Fiend Sword	3
Baronne de Fleur	3
Barox	3
Barrage Blast	3
Barrel Behind the Door	3
Barrel Dragon	3
Barrel Lily	3
Barrel Rock	3
Barricadeborg Blocker	3
Barrier Resonator	3
Barrier Statue of the Abyss	3
Barrier Statue of the Drought	3
Barrier Statue of the Heavens	3
Barrier Statue of the Inferno	3
Barrier Statue of the Stormwinds	3
Barrier Statue of the Torrent	3
Barrier Wave	3
Basal Rose Shoot	3
Bashing Shield	3
Basic Insect	3
Basilius, Familiar of the Evil Eye	3
Basiltrice, Familiar of the Evil Eye	3
Bat	3
Battery Charger	3
Batteryman 9-Volt	3
Batteryman AA	3
Batteryman AAA	3
Batteryman C	3
Batteryman Charger	3
Batteryman D	3
Batteryman Fuel Cell	3
Batteryman Industrial Strength	3
Batteryman Micro-Cell	3
Batteryman Solar	3
Batteryman Token	3
Battle Break	3
Battle Eagle Token	3
Battle Fader	3
Battle Footballer	3
Battle Fusion	3
Battle Instinct	3
Battle Mania	3
Battle of Sleeping Spirits	3
Battle of the Elements	3
Battle Ox	3
Battle Royal Mode - Joining	3
Battle Shogun of the Six Samurai	3
Battle Steer	3
Battle Survivor	3
Battle Teleportation	3
Battle Tuned	3
Battle Waltz	3
Battle Warrior	3
Battle-Scarred	3
Battlecruiser Dianthus	3
Battlefield Tragedy	3
Battleguard Cadet	3
Battleguard Howling	3
Battleguard King	3
Battleguard Rage	3
Battlestorm	3
Battlewasp - Arbalest the Rapidfire	3
Battlewasp - Azusa the Ghost Bow	3
Battlewasp - Ballista the Armageddon	3
Battlewasp - Dart the Hunter	3
Battlewasp - Halberd the Charge	3
Battlewasp - Hama the Conquering Bow	3
Battlewasp - Nest	3
Battlewasp - Pin the Bullseye	3
Battlewasp - Sting the Poison	3
Battlewasp - Twinbow the Attacker	3
Battlin' Boxer Big Bandage	3
Battlin' Boxer Cheat Commissioner	3
Battlin' Boxer Counterpunch	3
Battlin' Boxer Glassjaw	3
Battlin' Boxer Headgeared	3
Battlin' Boxer Lead Yoke	3
Battlin' Boxer Rabbit Puncher	3
Battlin' Boxer Rib Gardna	3
Battlin' Boxer Shadow	3
Battlin' Boxer Sparrer	3
Battlin' Boxer Switchitter	3
Battlin' Boxer Veil	3
Battlin' Boxing Spirits	3
Baxia, Brightness of the Yang Zing	3
Bayerock Dragon	3
Bayonater, the Baneful Barrel	3
Bayonet Punisher	3
Bazoo the Soul-Eater	3
Beacon of White	3
Beaked Snake	3
Bean Soldier	3
Bearblocker	3
Beast Fangs	3
Beast King Barbaros	3
Beast King Unleashed	3
Beast Machine King Barbaros Ür	3
Beast Magic Attack	3
Beast of Talwar	3
Beast of the Pharaoh	3
Beast Rage	3
Beast Rising	3
Beast Soul Swap	3
Beast Striker	3
Beast-Eyes Pendulum Dragon	3
Beast-Warrior Puma	3
Beastking of the Swamps	3
Beastly Mirror Ritual	3
Beasts of Phantom	3
Beat Cop from the Underworld	3
Beat, Bladesman Fur Hire	3
Beatdown!	3
Beatraptor	3
Beatrice, Lady of the Eternal	1
Beautiful Beast Trainer	3
Beautiful Headhuntress	3
Beautunaful Princess	3
Beaver Warrior	3
Beckoned by the World Chalice	3
Beckoning Light	3
Bee List Soldier	3
Beelze Frog	3
Beelze of the Diabolic Dragons	3
Beelzeus of the Diabolic Dragons	3
Beetle Amalgamaton Zekstagger	3
Beetron	3
Beetrooper Armor Horn	3
Beetrooper Assault Roller	3
Beetrooper Descent	3
Beetrooper Fly & Sting	3
Beetrooper Formation	3
Beetrooper Landing	3
Beetrooper Light Flapper	3
Beetrooper Scale Bomber	3
Beetrooper Scout Buggy	3
Beetrooper Squad	3
Beetrooper Sting Lancer	3
Beginning Knight	3
Beginning of Heaven and Earth	3
Begone, Knave!	3
Behegon	3
Behemoth the King of All Animals	3
Behold, Gate Guardian!	3
Beiige, Vanguard of Dark World	3
Belial - Marquis of Darkness	3
Believe in your Bro	3
Bellcat Fighter	3
Bending Destiny	3
Benghalancer the Resurgent	3
Berfomet	3
Berlineth the Firestorm Vassal	3
Berry Magician Girl	3
Berserk Dragon	3
Berserk Gorilla	3
Berserk Scales	3
Berserker Crush	3
Berserker of the Tenyi	3
Berserker Soul	3
Berserking	3
Berserkion the Electromagna Warrior	3
Beta The Electromagnet Warrior	3
Beta The Magnet Warrior	3
Beware the Brothers Paradox!	3
Beyond the Pendulum	3
Bi'an, Earth of the Yang Zing	3
Bickuribox	3
Bicorn Re'em	3
Bicular	3
Big Bang Shot	3
Big Belly Knight	3
Big Burn	3
Big Evolution Pill	3
Big Eye	3
Big Insect	3
Big Jaws	3
Big Koala	3
Big One Warrior	3
Big Piece Golem	3
Big Shield Gardna	3
Big Wave Small Wave	3
Big Welcome Labrynth	3
Big Whale	3
BIG Win!?	3
Big-Tusked Mammoth	3
Binary Blader	3
Binary Sorceress	3
Binding Chain	3
Bingo Machine, Go!!!	3
Bio Insect Armor	3
Bio Plant	3
Bio-Mage	3
Biofalcon	3
Bird of Paradise Lost	3
Bird of Roses	3
Birdface	3
Birth of the Prominence Flame	3
Birthright	3
Bite Bug	3
Bite Shoes	3
Bitelon	3
Bitron	3
Bitrooper	3
Bixi, Water of the Yang Zing	3
Black and White Wave	3
Black Brachios	3
Black Brutdrago	3
Black Cat-astrophe	3
Black Dragon Collapserpent	1
Black Dragon Ninja	3
Black Dragon's Chick	3
Black Fang Magician	3
Black Feather Beacon	3
Black Feather Whirlwind	3
Black Garden	3
Black Horn of Heaven	3
Black Illusion	3
Black Illusion Ritual	3
Black Luster Ritual	3
Black Luster Soldier	3
Black Luster Soldier - Envoy of the Beginning	3
Black Luster Soldier - Envoy of the Evening Twilight	3
Black Luster Soldier - Legendary Swordsman	3
Black Luster Soldier - Sacred Soldier	3
Black Luster Soldier - Soldier of Chaos	3
Black Luster Soldier - Super Soldier	3
Black Magic Ritual	3
Black Mamba	3
